35,2018-06-17 195000.327072,0.03997,2.463781,2.535757,2.478494,100,1
36,2018-06-17 195000.327074,0.039646,2.465075,2.53608,2.478494,100,1
37,2018-06-17 195000.327076,0.039323,2.465722,2.53511,2.479464,100,1
38,2018-06-17 195000.327078,0.038352,2.465722,2.53317,2.480756,100,1
39,2018-06-17 195000.327080,0.037381,2.466046,2.532846,2.482372,100,1
40,2018-06-17 195000.327082,0.037381,2.466369,2.531876,2.484312,100,1
41,2018-06-17 195000.327084,0.036087,2.465399,2.531553,2.484312,100,1
42,2018-06-17 195000.327086,0.035764,2.465722,2.530583,2.484958,100,1
43,2018-06-17 195000.327088,0.03544,2.466046,2.530906,2.485281,100,1
44,2018-06-17 195000.327090,0.034793,2.466693,2.530583,2.485928,100,1
45,2018-06-17 195000.327092,0.03447,2.466693,2.531229,2.486251,100,1
46,2018-06-17 195000.327094,0.033499,2.467987,2.529936,2.485604,100,1
47,2018-06-17 195000.327096,0.032852,2.469928,2.531229,2.486574,100,1
48,2018-06-17 195000.327098,0.032528,2.470575,2.530583,2.486251,100,1
49,2018-06-17 195000.327100,0.031558,2.470252,2.529289,2.486251,100,1
50,2018-06-17 195000.327102,0.031234,2.471546,2.528319,2.488513,100,1
51,2018-06-17 195000.327104,0.030587,2.471546,2.527995,2.489483,100,1
52,2018-06-17 195000.327106,0.02994,2.47187,2.526378,2.489806,100,1
53,2018-06-17 195000.327108,0.029616,2.471222,2.526378,2.490129,100,1
54,2018-06-17 195000.327110,0.028646,2.472193,2.526055,2.490775,100,1
55,2018-06-17 195000.327112,0.028322,2.47187,2.526378,2.491099,100,1
56,2018-06-17 195000.327114,0.027675,2.47187,2.525732,2.491422,100,1
57,2018-06-17 195000.327116,0.027028,2.471222,2.525732,2.490775,100,1
58,2018-06-17 195000.327118,0.026705,2.472517,2.525732,2.491099,100,1
59,2018-06-17 195000.327120,0.025734,2.474458,2.526378,2.491422,100,1
60,2018-06-17 195000.327122,0.02541,2.475105,2.525732,2.491422,100,1
61,2018-06-17 195000.327124,0.02444,2.475428,2.525408,2.492068,100,1
62,2018-06-17 195000.327126,0.024116,2.476076,2.524438,2.493684,100,1
63,2018-06-17 195000.327128,0.023469,2.476399,2.523468,2.494654,100,1
64,2018-06-17 195000.327130,0.022499,2.476723,2.522498,2.4953,100,1
65,2018-06-17 195000.327132,0.022499,2.476399,2.521851,2.4953,100,1
66,2018-06-17 195000.327134,0.022175,2.478017,2.522821,2.496916,100,1
67,2018-06-17 195000.327136,0.021205,2.476076,2.521204,2.4953,100,1
68,2018-06-17 195000.327138,0.020557,2.476399,2.521204,2.495946,100,1
69,2018-06-17 195000.327140,0.01991,2.476723,2.521851,2.496593,100,1
70,2018-06-17 195000.327142,0.019587,2.477046,2.520557,2.495946,100,1
71,2018-06-17 195000.327144,0.018616,2.479634,2.521528,2.496593,100,1
72,2018-06-17 195000.327146,0.017969,2.480929,2.521528,2.497239,100,1
73,2018-06-17 195000.327148,0.017322,2.480605,2.521204,2.497885,100,1
74,2018-06-17 195000.327150,0.016999,2.481576,2.520557,2.499178,100,1
75,2018-06-17 195000.327152,0.016028,2.481899,2.51894,2.500148,100,1
76,2018-06-17 195000.327154,0.015381,2.482223,2.51797,2.500794,100,1
77,2018-06-17 195000.327156,0.015057,2.481899,2.517323,2.501117,100,1
78,2018-06-17 195000.327158,0.01441,2.482223,2.517,2.500794,100,1
79,2018-06-17 195000.327160,0.014087,2.482546,2.517,2.500794,100,1
80,2018-06-17 195000.327162,0.014087,2.48287,2.516677,2.501441,100,1
81,2018-06-17 195000.327164,0.012469,2.482546,2.516353,2.500794,100,1
82,2018-06-17 195000.327166,0.012146,2.48287,2.516353,2.500794,100,1
83,2018-06-17 195000.327168,0.012793,2.48287,2.51603,2.501117,100,1
84,2018-06-17 195000.327170,0.010204,2.484811,2.517323,2.501764,100,1
85,2018-06-17 195000.327172,0.010204,2.485782,2.516677,2.50338,100,1
86,2018-06-17 195000.327174,0.009881,2.485782,2.516353,2.504026,100,1
87,2018-06-17 195000.327176,0.008263,2.487399,2.515706,2.505642,100,1
88,2018-06-17 195000.327178,0.00891,2.487723,2.513766,2.505965,100,1
89,2018-06-17 195000.327180,0.00794,2.486105,2.511826,2.505319,100,1
90,2018-06-17 195000.327182,0.006969,2.487723,2.511826,2.506612,100,1
91,2018-06-17 195000.327184,0.006969,2.486752,2.511179,2.505642,100,1
92,2018-06-17 195000.327186,0.005675,2.486752,2.510209,2.505642,100,1
93,2018-06-17 195000.327188,0.006322,2.487399,2.510855,2.506612,100,1
94,2018-06-17 195000.327190,0.005028,2.487399,2.510855,2.506288,100,1
95,2018-06-17 195000.327192,0.004381,2.487723,2.510209,2.505965,100,1
96,2018-06-17 195000.327194,0.004057,2.489664,2.509885,2.508228,100,1
97,2018-06-17 195000.327196,0.003087,2.490958,2.510532,2.509843,100,1
98,2018-06-17 195000.327198,0.002439,2.491606,2.510532,2.511136,100,1
99,2018-06-17 195000.327200,0.002116,2.492576,2.509562,2.511459,100,1
100,2018-06-17 195000.327202,0.001469,2.4929,2.507945,2.512106,100,1
101,2018-06-17 195000.327204,0.000498,2.493223,2.506975,2.511783,100,1
102,2018-06-17 195000.327206,0.000175,2.49387,2.506651,2.512429,100,1
103,2018-06-17 195000.327208,-0.000472,2.493547,2.506005,2.512752,100,1
104,2018-06-17 195000.327210,-0.001443,2.493547,2.505681,2.512429,100,1
105,2018-06-17 195000.327212,-0.001443,2.493223,2.505681,2.512429,100,1
106,2018-06-17 195000.327214,-0.002737,2.493547,2.505034,2.512106,100,1
107,2018-06-17 195000.327216,-0.003061,2.49387,2.505681,2.512752,100,1
108,2018-06-17 195000.327218,-0.003061,2.495488,2.505681,2.514368,100,1
109,2018-06-17 195000.327220,-0.004031,2.496782,2.506328,2.515661,100,1
110,2018-06-17 195000.327222,-0.004355,2.496782,2.505358,2.515338,100,1
111,2018-06-17 195000.327224,-0.004678,2.496782,2.505034,2.515661,100,1
112,2018-06-17 195000.327226,-0.006943,2.4984,2.504711,2.51663,100,1
113,2018-06-17 195000.327228,-0.005972,2.497753,2.502124,2.516307,100,1
114,2018-06-17 195000.327230,-0.006943,2.498076,2.50083,2.515984,100,1
115,2018-06-17 195000.327232,-0.00759,2.498723,2.50083,2.51663,100,1
116,2018-06-17 195000.327234,-0.007914,2.498076,2.49986,2.516307,100,1
117,2018-06-17 195000.327236,-0.009208,2.4984,2.499537,2.516307,100,1
118,2018-06-17 195000.327238,-0.009208,2.499047,2.499537,2.516307,100,1
119,2018-06-17 195000.327240,-0.009855,2.4984,2.499213,2.516954,100,1
120,2018-06-17 195000.327242,-0.010178,2.498723,2.499213,2.51857,100,1
121,2018-06-17 195000.327244,-0.011473,2.500341,2.49889,2.519216,100,1
122,2018-06-17 195000.327246,-0.011473,2.501959,2.499213,2.519862,100,1
123,2018-06-17 195000.327248,-0.01212,2.501959,2.498566,2.520509,100,1
124,2018-06-17 195000.327250,-0.013414,2.502929,2.498566,2.520509,100,1
125,2018-06-17 195000.327252,-0.013737,2.503253,2.496626,2.520509,100,1
126,2018-06-17 195000.327254,-0.014061,2.503253,2.495009,2.520509,100,1
127,2018-06-17 195000.327256,-0.015032,2.503577,2.494039,2.521155,100,1
128,2018-06-17 195000.327258,-0.015032,2.5039,2.494362,2.521155,100,1
129,2018-06-17 195000.327260,-0.015679,2.503577,2.493392,2.521155,100,1
130,2018-06-17 195000.327262,-0.016326,2.504224,2.492745,2.521155,100,1
131,2018-06-17 195000.327264,-0.016973,2.504871,2.493715,2.524064,100,1
132,2018-06-17 195000.327266,-0.01762,2.503577,2.492098,2.524064,100,1
133,2018-06-17 195000.327268,-0.017943,2.505518,2.492098,2.52568,100,1
134,2018-06-17 195000.327270,-0.01859,2.507783,2.493069,2.526649,100,1
135,2018-06-17 195000.327272,-0.01859,2.50843,2.491775,2.526649,100,1
136,2018-06-17 195000.327274,-0.020208,2.509077,2.492098,2.527296,100,1
137,2018-06-17 195000.327276,-0.020208,2.510371,2.491775,2.527619,100,1
138,2018-06-17 195000.327278,-0.021502,2.5094,2.489835,2.527296,100,1
139,2018-06-17 195000.327280,-0.022149,2.510694,2.489188,2.527942,100,1
140,2018-06-17 195000.327282,-0.022473,2.510371,2.488865,2.527942,100,1
141,2018-06-17 195000.327284,-0.02312,2.510371,2.488218,2.527296,100,1
142,2018-06-17 195000.327286,-0.023443,2.510371,2.488218,2.528265,100,1
143,2018-06-17 195000.327288,-0.024091,2.510694,2.487894,2.529558,100,1
144,2018-06-17 195000.327290,-0.024738,2.510694,2.487571,2.530851,100,1
145,2018-06-17 195000.327292,-0.025061,2.511342,2.487571,2.531174,100,1
146,2018-06-17 195000.327294,-0.025385,2.513283,2.487571,2.53182,100,1
147,2018-06-17 195000.327296,-0.026679,2.514577,2.487248,2.532467,100,1
148,2018-06-17 195000.327298,-0.027002,2.515548,2.487894,2.53279,100,1
149,2018-06-17 195000.327300,-0.027973,2.515871,2.486924,2.532467,100,1
150,2018-06-17 195000.327302,-0.027973,2.515871,2.485954,2.532467,100,1
151,2018-06-17 195000.327304,-0.028944,2.516518,2.48466,2.533113,100,1
152,2018-06-17 195000.327306,-0.029591,2.516195,2.484014,2.533113,100,1
153,2018-06-17 195000.327308,-0.030238,2.516195,2.48369,2.533113,100,1
154,2018-06-17 195000.327310,-0.031208,2.515548,2.48272,2.533113,100,1
155,2018-06-17 195000.327312,-0.031208,2.516518,2.483367,2.535699,100,1
156,2018-06-17 195000.327314,-0.031532,2.515871,2.483367,2.535699,100,1
157,2018-06-17 195000.327316,-0.032179,2.515871,2.483367,2.536991,100,1
158,2018-06-17 195000.327318,-0.033473,2.516842,2.48369,2.537315,100,1
159,2018-06-17 195000.327320,-0.033473,2.518136,2.483367,2.537315,100,1
160,2018-06-17 195000.327322,-0.033797,2.518459,2.48272,2.536668,100,1
161,2018-06-17 195000.327324,-0.034767,2.519106,2.483043,2.537315,100,1
162,2018-06-17 195000.327326,-0.035091,2.51943,2.48272,2.537638,100,1
163,2018-06-17 195000.327328,-0.036061,2.519754,2.48078,2.537961,100,1
164,2018-06-17 195000.327330,-0.036708,2.519754,2.479163,2.537315,100,1
165,2018-06-17 195000.327332,-0.037355,2.51943,2.477869,2.537961,100,1
166,2018-06-17 195000.327334,-0.038003,2.519754,2.478192,2.5399,100,1
167,2018-06-17 195000.327336,-0.038326,2.520077,2.477546,2.541516,100,1
168,2018-06-17 195000.327338,-0.039297,2.520077,2.478192,2.542486,100,1
169,2018-06-17 195000.327340,-0.039297,2.520401,2.477222,2.543132,100,1
170,2018-06-17 195000.327342,-0.039944,2.520724,2.476899,2.543455,100,1
171,2018-06-17 195000.327344,-0.040591,2.523313,2.476575,2.543132,100,1
172,2018-06-17 195000.327346,-0.040591,2.524283,2.476575,2.543132,100,1
173,2018-06-17 195000.327348,-0.042209,2.525901,2.476899,2.543455,100,1
174,2018-06-17 195000.327350,-0.042532,2.527195,2.477546,2.544748,100,1
175,2018-06-17 195000.327352,-0.042856,2.527195,2.474958,2.543132,100,1
176,2018-06-17 195000.327354,-0.04415,2.526224,2.473342,2.542486,100,1
177,2018-06-17 195000.327356,-0.044473,2.527842,2.473342,2.545071,100,1
178,2018-06-17 195000.327358,-0.04512,2.527195,2.473018,2.545717,100,1
179,2018-06-17 195000.327360,-0.045444,2.526871,2.472048,2.546364,100,1
180,2018-06-17 195000.327362,-0.045767,2.527195,2.472371,2.547333,100,1
181,2018-06-17 195000.327364,-0.046738,2.527842,2.472371,2.548303,100,1
182,2018-06-17 195000.327366,-0.046738,2.527195,2.471725,2.54798,100,1
183,2018-06-17 195000.327368,-0.047709,2.528166,2.471725,2.547657,100,1
184,2018-06-17 195000.327370,-0.048032,2.53043,2.472695,2.548949,100,1
185,2018-06-17 195000.327372,-0.048679,2.531725,2.473018,2.549273,100,1
186,2018-06-17 195000.327374,-0.04965,2.531078,2.471725,2.54798,100,1
187,2018-06-17 195000.327376,-0.04965,2.531078,2.471078,2.54798,100,1
188,2018-06-17 195000.327378,-0.050944,2.532372,2.470754,2.548949,100,1
189,2018-06-17 195000.327380,-0.050944,2.531401,2.468814,2.550888,100,1
190,2018-06-17 195000.327382,-0.052562,2.532048,2.468491,2.551858,100,1
191,2018-06-17 195000.327384,-0.053209,2.532695,2.468167,2.552828,100,1
192,2018-06-17 195000.327386,-0.053209,2.532048,2.467844,2.553797,100,1
193,2018-06-17 195000.327388,-0.053856,2.532372,2.467197,2.553474,100,1
194,2018-06-17 195000.327390,-0.054179,2.532372,2.46752,2.55412,100,1
195,2018-06-17 195000.327392,-0.05515,2.532372,2.466874,2.55412,100,1
196,2018-06-17 195000.327394,-0.055474,2.535284,2.467197,2.554767,100,1
197,2018-06-17 195000.327396,-0.055797,2.536254,2.466874,2.554767,100,1
198,2018-06-17 195000.327398,-0.057091,2.536578,2.46655,2.55412,100,1
199,2018-06-17 195000.327400,-0.056768,2.537225,2.46655,2.554767,100,1
200,2018-06-17 195000.327402,-0.057738,2.537225,2.46461,2.55509,100,1
201,2018-06-17 195000.327404,-0.059032,2.537872,2.463316,2.556706,100,1
202,2018-06-17 195000.327406,-0.058709,2.537872,2.462346,2.558322,100,1
203,2018-06-17 195000.327408,-0.059679,2.537872,2.461699,2.558322,100,1
204,2018-06-17 195000.327410,-0.060327,2.537872,2.461052,2.558968,100,1
205,2018-06-17 195000.327412,-0.060974,2.538519,2.461052,2.559291,100,1
206,2018-06-17 195000.327414,-0.061621,2.538842,2.461699,2.560261,100,1
207,2018-06-17 195000.327416,-0.061621,2.53949,2.461376,2.560261,100,1
208,2018-06-17 195000.327418,-0.062268,2.538842,2.460406,2.558968,100,1
209,2018-06-17 195000.327420,-0.062268,2.54046,2.460082,2.559291,100,1
210,2018-06-17 195000.327422,-0.063885,2.542078,2.460729,2.559938,100,1
211,2018-06-17 195000.327424,-0.064209,2.542401,2.460082,2.559291,100,1
212,2018-06-17 195000.327426,-0.064533,2.542401,2.459759,2.560907,100,1
213,2018-06-17 195000.327428,-0.065503,2.543049,2.458142,2.5622,100,1
214,2018-06-17 195000.327430,-0.06615,2.543372,2.456848,2.562846,100,1
215,2018-06-17 195000.327432,-0.066797,2.543372,2.455555,2.562523,100,1
216,2018-06-17 195000.327434,-0.067121,2.543372,2.455231,2.563493,100,1
217,2018-06-17 195000.327436,-0.067768,2.543372,2.454908,2.563493,100,1
218,2018-06-17 195000.327438,-0.068738,2.543372,2.454908,2.564139,100,1
219,2018-06-17 195000.327440,-0.068415,2.543372,2.454908,2.564139,100,1
220,2018-06-17 195000.327442,-0.069386,2.543696,2.455231,2.564139,100,1
221,2018-06-17 195000.327444,-0.070033,2.545637,2.455231,2.564462,100,1
222,2018-06-17 195000.327446,-0.070356,2.546607,2.455231,2.564139,100,1
223,2018-06-17 195000.327448,-0.071327,2.547255,2.454908,2.564462,100,1
224,2018-06-17 195000.327450,-0.07165,2.548549,2.454908,2.566402,100,1
225,2018-06-17 195000.327452,-0.072621,2.548549,2.453614,2.567694,100,1
226,2018-06-17 195000.327454,-0.072944,2.548225,2.451027,2.568341,100,1
227,2018-06-17 195000.327456,-0.073915,2.548872,2.45038,2.568341,100,1
228,2018-06-17 195000.327458,-0.074886,2.549519,2.450704,2.569633,100,1
229,2018-06-17 195000.327460,-0.074886,2.549519,2.45038,2.57028,100,1
230,2018-06-17 195000.327462,-0.075533,2.548872,2.44941,2.56931,100,1
231,2018-06-17 195000.327464,-0.07618,2.548549,2.449087,2.56931,100,1
232,2018-06-17 195000.327466,-0.076827,2.549519,2.448763,2.569633,100,1
233,2018-06-17 195000.327468,-0.07715,2.549843,2.448763,2.569633,100,1
234,2018-06-17 195000.327470,-0.07715,2.551461,2.448117,2.56931,100,1
235,2018-06-17 195000.327472,-0.078445,2.553402,2.448763,2.571249,100,1
236,2018-06-17 195000.327474,-0.079092,2.553725,2.448763,2.573189,100,1
237,2018-06-17 195000.327476,-0.079739,2.553725,2.44844,2.573512,100,1
238,2018-06-17 195000.327478,-0.080386,2.554372,2.446823,2.574804,100,1
239,2018-06-17 195000.327480,-0.081033,2.554696,2.446176,2.575128,100,1
240,2018-06-17 195000.327482,-0.08168,2.554696,2.445206,2.575774,100,1
241,2018-06-17 195000.327484,-0.08168,2.554372,2.444559,2.576097,100,1
242,2018-06-17 195000.327486,-0.082651,2.554696,2.444236,2.575774,100,1
243,2018-06-17 195000.327488,-0.082651,2.55502,2.444236,2.575451,100,1
244,2018-06-17 195000.327490,-0.083621,2.554696,2.443589,2.575774,100,1
245,2018-06-17 195000.327492,-0.084915,2.55502,2.443589,2.575774,100,1
246,2018-06-17 195000.327494,-0.085239,2.557608,2.444236,2.57642,100,1
247,2018-06-17 195000.327496,-0.085886,2.558255,2.442942,2.57642,100,1
248,2018-06-17 195000.327498,-0.086209,2.558902,2.443266,2.577713,100,1
249,2018-06-17 195000.327500,-0.085886,2.559873,2.443912,2.578036,100,1
250,2018-06-17 195000.327502,-0.08718,2.560196,2.442619,2.579006,100,1
251,2018-06-17 195000.327504,-0.088151,2.561814,2.441972,2.580299,100,1
252,2018-06-17 195000.327506,-0.088151,2.56052,2.439385,2.579006,100,1
253,2018-06-17 195000.327508,-0.090092,2.560196,2.439062,2.57836,100,1
254,2018-06-17 195000.327510,-0.089445,2.561814,2.440032,2.580299,100,1
255,2018-06-17 195000.327512,-0.090415,2.56052,2.439708,2.579006,100,1
256,2018-06-17 195000.327514,-0.090739,2.560843,2.438738,2.579006,100,1
257,2018-06-17 195000.327516,-0.090739,2.561167,2.439062,2.579652,100,1
258,2018-06-17 195000.327518,-0.092357,2.561814,2.439062,2.580299,100,1
259,2018-06-17 195000.327520,-0.092357,2.563432,2.438738,2.581591,100,1
260,2018-06-17 195000.327522,-0.093004,2.564402,2.438738,2.582561,100,1
261,2018-06-17 195000.327524,-0.094298,2.565049,2.439062,2.583207,100,1
262,2018-06-17 195000.327526,-0.093327,2.56602,2.439062,2.584177,100,1
263,2018-06-17 195000.327528,-0.094945,2.56602,2.437121,2.583854,100,1
264,2018-06-17 195000.327530,-0.095268,2.56602,2.435504,2.584177,100,1
265,2018-06-17 195000.327532,-0.095592,2.565696,2.434211,2.583854,100,1
266,2018-06-17 195000.327534,-0.096886,2.566667,2.433564,2.584177,100,1
267,2018-06-17 195000.327536,-0.096886,2.566343,2.43324,2.5845,100,1
268,2018-06-17 195000.327538,-0.097533,2.56602,2.432594,2.584177,100,1
269,2018-06-17 195000.327540,-0.09818,2.566343,2.432917,2.5845,100,1
270,2018-06-17 195000.327542,-0.098827,2.566991,2.43324,2.586762,100,1
271,2018-06-17 195000.327544,-0.099474,2.568608,2.432917,2.587086,100,1
272,2018-06-17 195000.327546,-0.099798,2.570226,2.432594,2.587732,100,1
273,2018-06-17 195000.327548,-0.100769,2.57152,2.43324,2.588702,100,1
274,2018-06-17 195000.327550,-0.101092,2.572167,2.433564,2.589348,100,1
275,2018-06-17 195000.327552,-0.101416,2.57152,2.430977,2.588702,100,1
276,2018-06-17 195000.327554,-0.102386,2.571844,2.430653,2.589671,100,1
277,2018-06-17 195000.327556,-0.103033,2.571844,2.429683,2.589348,100,1
278,2018-06-17 195000.327558,-0.10368,2.571197,2.428066,2.589025,100,1
279,2018-06-17 195000.327560,-0.104327,2.572491,2.428389,2.589348,100,1
280,2018-06-17 195000.327562,-0.104327,2.572167,2.428389,2.589348,100,1
281,2018-06-17 195000.327564,-0.105622,2.571197,2.427096,2.589348,100,1
282,2018-06-17 195000.327566,-0.105945,2.572491,2.428066,2.591933,100,1
283,2018-06-17 195000.327568,-0.106269,2.573138,2.428389,2.593873,100,1
284,2018-06-17 195000.327570,-0.107563,2.573785,2.427096,2.593549,100,1
285,2018-06-17 195000.327572,-0.107239,2.575079,2.428389,2.595165,100,1
286,2018-06-17 195000.327574,-0.108533,2.574432,2.427096,2.594519,100,1
287,2018-06-17 195000.327576,-0.108533,2.574756,2.427096,2.595165,100,1
288,2018-06-17 195000.327578,-0.108857,2.575403,2.425156,2.595165,100,1
289,2018-06-17 195000.327580,-0.110475,2.575079,2.423862,2.595165,100,1
290,2018-06-17 195000.327582,-0.110798,2.57605,2.422892,2.595489,100,1
291,2018-06-17 195000.327584,-0.110475,2.575403,2.422245,2.595165,100,1
292,2018-06-17 195000.327586,-0.112092,2.575403,2.422245,2.595489,100,1
293,2018-06-17 195000.327588,-0.111122,2.575403,2.421922,2.596458,100,1
294,2018-06-17 195000.327590,-0.113063,2.575079,2.421598,2.597105,100,1
295,2018-06-17 195000.327592,-0.113063,2.575403,2.421598,2.598074,100,1
296,2018-06-17 195000.327594,-0.11371,2.577667,2.421598,2.59872,100,1
297,2018-06-17 195000.327596,-0.115004,2.578962,2.421598,2.598397,100,1
298,2018-06-17 195000.327598,-0.115328,2.580256,2.421922,2.59872,100,1
299,2018-06-17 195000.327600,-0.115651,2.580256,2.420951,2.59872,100,1
300,2018-06-17 195000.327602,-0.116298,2.580903,2.420305,2.599044,100,1
301,2018-06-17 195000.327604,-0.116298,2.580579,2.419658,2.599044,100,1
302,2018-06-17 195000.327606,-0.117269,2.58155,2.419011,2.599367,100,1
303,2018-06-17 195000.327608,-0.117592,2.580903,2.418688,2.599044,100,1
304,2018-06-17 195000.327610,-0.118563,2.581226,2.418041,2.59969,100,1
305,2018-06-17 195000.327612,-0.119534,2.581226,2.418041,2.601629,100,1
306,2018-06-17 195000.327614,-0.11921,2.581226,2.418364,2.603568,100,1
307,2018-06-17 195000.327616,-0.120181,2.582521,2.419658,2.604861,100,1
308,2018-06-17 195000.327618,-0.121475,2.582844,2.418041,2.604215,100,1
309,2018-06-17 195000.327620,-0.121475,2.583815,2.417394,2.604538,100,1
310,2018-06-17 195000.327622,-0.122445,2.585756,2.419011,2.605507,100,1
311,2018-06-17 195000.327624,-0.121798,2.585432,2.417717,2.605184,100,1
312,2018-06-17 195000.327626,-0.123093,2.585756,2.418041,2.605507,100,1
313,2018-06-17 195000.327628,-0.12374,2.58705,2.416747,2.606154,100,1
314,2018-06-17 195000.327630,-0.12374,2.586727,2.414483,2.605184,100,1
315,2018-06-17 195000.327632,-0.125034,2.586727,2.413513,2.605507,100,1
316,2018-06-17 195000.327634,-0.125681,2.58705,2.41319,2.6068,100,1
317,2018-06-17 195000.327636,-0.126004,2.58705,2.41222,2.608093,100,1
318,2018-06-17 195000.327638,-0.127298,2.586403,2.411896,2.608739,100,1
319,2018-06-17 195000.327640,-0.126651,2.586727,2.411573,2.609386,100,1
320,2018-06-17 195000.327642,-0.127946,2.587374,2.411573,2.609709,100,1
321,2018-06-17 195000.327644,-0.128593,2.588991,2.411249,2.609709,100,1
322,2018-06-17 195000.327646,-0.128916,2.590933,2.411573,2.610678,100,1
323,2018-06-17 195000.327648,-0.13021,2.591256,2.411573,2.610355,100,1
324,2018-06-17 195000.327650,-0.129887,2.59255,2.411896,2.610678,100,1
325,2018-06-17 195000.327652,-0.130857,2.59255,2.411249,2.611002,100,1
326,2018-06-17 195000.327654,-0.131504,2.592874,2.409309,2.610678,100,1
327,2018-06-17 195000.327656,-0.131504,2.592874,2.408016,2.611002,100,1
328,2018-06-17 195000.327658,-0.133122,2.593197,2.408016,2.612294,100,1
329,2018-06-17 195000.327660,-0.133122,2.594168,2.408016,2.61391,100,1
330,2018-06-17 195000.327662,-0.133769,2.593844,2.407692,2.614557,100,1
331,2018-06-17 195000.327664,-0.13474,2.592874,2.406399,2.614557,100,1
332,2018-06-17 195000.327666,-0.134093,2.593844,2.407369,2.615203,100,1
333,2018-06-17 195000.327668,-0.13571,2.594168,2.406399,2.615526,100,1
334,2018-06-17 195000.327670,-0.13571,2.596109,2.406075,2.614557,100,1
335,2018-06-17 195000.327672,-0.136358,2.597403,2.406399,2.615203,100,1
336,2018-06-17 195000.327674,-0.137652,2.598374,2.406399,2.615203,100,1
337,2018-06-17 195000.327676,-0.137652,2.599021,2.406399,2.615203,100,1
338,2018-06-17 195000.327678,-0.137975,2.599021,2.404782,2.615526,100,1
339,2018-06-17 195000.327680,-0.138622,2.599668,2.403165,2.615849,100,1
340,2018-06-17 195000.327682,-0.138946,2.599345,2.402194,2.616496,100,1
341,2018-06-17 195000.327684,-0.139916,2.599668,2.401871,2.617465,100,1
342,2018-06-17 195000.327686,-0.139916,2.600315,2.401871,2.618435,100,1
343,2018-06-17 195000.327688,-0.140887,2.599668,2.401224,2.618112,100,1
344,2018-06-17 195000.327690,-0.141858,2.599668,2.400901,2.618435,100,1
345,2018-06-17 195000.327692,-0.141211,2.599992,2.401224,2.618758,100,1
346,2018-06-17 195000.327694,-0.142828,2.600962,2.401548,2.619081,100,1
347,2018-06-17 195000.327696,-0.143799,2.601609,2.400901,2.618758,100,1
348,2018-06-17 195000.327698,-0.143799,2.601933,2.401224,2.619081,100,1
349,2018-06-17 195000.327700,-0.144769,2.60258,2.401224,2.619081,100,1
350,2018-06-17 195000.327702,-0.144122,2.601933,2.399931,2.618758,100,1
351,2018-06-17 195000.327704,-0.145417,2.602257,2.398637,2.621344,100,1
