0.000000000000000000e+00,1.061031431884307949e+03
5.000000000000000104e-03,1.059862805579623910e+03
1.000000000000000021e-02,1.058653408605697223e+03
1.499999999999999944e-02,1.057404343439044624e+03
2.000000000000000042e-02,1.056116690204237557e+03
2.500000000000000139e-02,1.054791507028835440e+03
2.999999999999999889e-02,1.053429830393926522e+03
3.500000000000000333e-02,1.052032675480317494e+03
4.000000000000000083e-02,1.050601036510415724e+03
4.499999999999999833e-02,1.049135887085841887e+03
5.000000000000000278e-02,1.047638180520812284e+03
5.500000000000000028e-02,1.046108850171336144e+03
5.999999999999999778e-02,1.044548809760261747e+03
6.500000000000000222e-02,1.042958953698213463e+03
7.000000000000000666e-02,1.041340157400460839e+03
7.499999999999999722e-02,1.039693277599753628e+03
8.000000000000000167e-02,1.038019152655168000e+03
8.500000000000000611e-02,1.036318602856995540e+03
8.999999999999999667e-02,1.034592430727718920e+03
9.500000000000000111e-02,1.032841421319109031e+03
1.000000000000000056e-01,1.031066342505481089e+03
1.049999999999999961e-01,1.029267945273149962e+03
1.100000000000000006e-01,1.027446964006117923e+03
1.150000000000000050e-01,1.025604116768034373e+03
1.199999999999999956e-01,1.023740105580463478e+03
1.250000000000000000e-01,1.021855616697496203e+03
1.300000000000000044e-01,1.019951320876741761e+03
1.350000000000000089e-01,1.018027873646736225e+03
1.400000000000000133e-01,1.016085915570801490e+03
1.449999999999999900e-01,1.014126072507393246e+03
1.499999999999999944e-01,1.012148955866969004e+03
1.549999999999999989e-01,1.010155162865414241e+03
1.600000000000000033e-01,1.008145276774060221e+03
1.650000000000000078e-01,1.006119867166326685e+03
1.700000000000000122e-01,1.004079490161025888e+03
1.750000000000000167e-01,1.002024688662359381e+03
1.799999999999999933e-01,9.999559925966428864e+02
1.849999999999999978e-01,9.978739191457913194e+02
1.900000000000000022e-01,9.957789729775990963e+02
1.950000000000000067e-01,9.936716464728456231e+02
2.000000000000000111e-01,9.915524199492612070e+02
2.050000000000000155e-01,9.894217618823851126e+02
2.099999999999999922e-01,9.872801291233466827e+02
2.149999999999999967e-01,9.851279671136035176e+02
2.200000000000000011e-01,9.829657100966666121e+02
2.250000000000000056e-01,9.807937813268451919e+02
2.300000000000000100e-01,9.786125932750413767e+02
2.350000000000000144e-01,9.764225478316268436e+02
2.399999999999999911e-01,9.742240365064312755e+02
2.449999999999999956e-01,9.720174406258735189e+02
2.500000000000000000e-01,9.698031315272664870e+02
2.550000000000000044e-01,9.675814707503237742e+02
2.600000000000000089e-01,9.653528102259008392e+02
2.650000000000000133e-01,9.631174924619980402e+02
2.700000000000000178e-01,9.608758507270551945e+02
2.750000000000000222e-01,9.586282092305687001e+02
2.800000000000000266e-01,9.563748833010575936e+02
2.850000000000000311e-01,9.541161795614094672e+02
2.899999999999999800e-01,9.518523961016333033e+02
2.949999999999999845e-01,9.495838226490482157e+02
2.999999999999999889e-01,9.473107407359365197e+02
3.049999999999999933e-01,9.450334238646880749e+02
3.099999999999999978e-01,9.427521376704637532e+02
3.150000000000000022e-01,9.404671400814073650e+02
3.200000000000000067e-01,9.381786814764292330e+02
3.250000000000000111e-01,9.358870048405931357e+02
3.300000000000000155e-01,9.335923459181301496e+02
3.350000000000000200e-01,9.312949333631069067e+02
3.400000000000000244e-01,9.289949888877754347e+02
3.450000000000000289e-01,9.266927274086295938e+02
3.500000000000000333e-01,9.243883571901947107e+02
3.549999999999999822e-01,9.220820799865763320e+02
3.599999999999999867e-01,9.197740911807929933e+02
3.649999999999999911e-01,9.174645799219193805e+02
3.699999999999999956e-01,9.151537292600635283e+02
3.750000000000000000e-01,9.128417162792053432e+02
3.800000000000000044e-01,9.105287122279180494e+02
3.850000000000000089e-01,9.082148826480001844e+02
